11.84701857	-0.00414813	0.002427197
11.85689556	0.001498296	0.003272837
11.85350904	-0.006028623	0.002223999
11.87254134	-0.009755958	0.005060982
11.88487157	-0.017487249	0.002443238
11.8975951	-0.009952595	-0.002409013
11.8915698	-0.001335203	-0.00083412
11.87831699	-0.013676295	1.82E-05
11.89889835	-0.009100401	-0.000901447
11.90025894	-0.008481804	2.03E-05
11.90455254	-0.008184026	0.003678298
11.90728447	-0.009516101	0.000488681
11.90295337	-0.014164044	-0.012230952
11.90669622	-0.006249825	-0.009821006
11.91965572	-0.006599284	-0.005966982
11.92499307	-0.000677609	-0.004760051
11.90960735	-0.002942796	-0.009583503
11.93067884	-0.009846262	-0.010113571
11.94891969	-0.006273238	-0.007009662
11.93061081	-0.006104789	-0.013150784
11.94057421	-0.008617482	-0.010644349
11.93405051	-0.00987246	-0.009468903
11.96544181	0.002192017	-0.019661323
11.96080457	-0.003282984	-0.021645881
11.95811099	-0.012589895	-0.014282247
11.97070937	-0.00552718	-0.01841826
11.96064005	0.001455711	-0.023408752
11.97860169	-0.002746726	-0.020166202
11.9734149	-0.002125365	-0.025701286
11.99498356	-0.000475063	-0.024749576
11.99589015	-0.002390172	-0.024270257
11.9853311	-0.00381406	-0.025758843
11.9995827	-0.007693273	-0.024251562
11.99338594	0.002772023	-0.026226709
12.0021361	0.006553377	-0.028511336
12.0181003	-0.000508398	-0.031263173
12.02333891	0.002086077	-0.029377573
12.02277726	0.004800805	-0.029509007
12.02230136	0.006579868	-0.033345905
12.0327912	0.009086177	-0.038465405
12.0457441	0.015984552	-0.024340809
12.05004441	0.01150686	-0.026764021
12.04183138	0.01047459	-0.04877495
12.06014147	0.003568162	-0.046754229
12.06981359	0.010961472	-0.036508571
12.05709266	0.021499999	-0.038124247
12.06397655	0.011716719	-0.042650126
12.08454808	0.019213867	-0.042055714
12.08796013	0.016054698	-0.047878046
12.09835321	0.015533024	-0.038395613
12.12139129	0.026236103	-0.037666886
12.09916072	0.034512233	-0.052243685
12.0834008	0.028182341	-0.05161486
12.11640217	0.029089513	-0.048462985
12.12716058	0.039445626	-0.052079662
12.12578915	0.045517854	-0.053734823
12.13520496	0.049033492	-0.055241526
12.14253336	0.048687997	-0.05774898
12.14840725	0.055486827	-0.05978865
12.15691912	0.067764822	-0.068424261
12.16930438	0.074462064	-0.074990504
12.17316339	0.074338797	-0.070293392
12.17011751	0.076945537	-0.068511034
12.18411946	0.084002672	-0.073188354
12.19426923	0.093370889	-0.077559156
12.21663876	0.097681674	-0.072479969
12.22329144	0.102557053	-0.07620775
12.20684849	0.111662835	-0.084003068
12.22513275	0.121889344	-0.084949448
12.23717199	0.127583988	-0.086329119
12.2436368	0.137535545	-0.086782362
12.2604365	0.15581777	-0.090956886
12.26680305	0.162873796	-0.093690613
12.25849762	0.166738387	-0.102494885
12.27314839	0.185325432	-0.101237663
12.29944508	0.194196576	-0.101615665
12.30261605	0.20387047	-0.111410757
12.29573138	0.215574116	-0.113894496
12.31321641	0.237187437	-0.128940142
12.34340791	0.250509344	-0.123865929
12.34125582	0.258939588	-0.114940824
12.34015555	0.277306987	-0.128115369
12.38032195	0.287769975	-0.123680757
12.37647627	0.312376844	-0.122002633
12.3699942	0.333560474	-0.131152394
12.39579313	0.350247079	-0.132894942
12.40102574	0.372987827	-0.134514901
12.40419282	0.394819736	-0.141153596
12.41731486	0.419337357	-0.145359516
12.43515712	0.445911111	-0.141176639
12.43892557	0.473272011	-0.135934194
12.45006922	0.499924123	-0.148839784
12.46722723	0.529057151	-0.145329459
12.46528974	0.55953791	-0.143352779
12.46329594	0.59500742	-0.155269311
12.49110737	0.62402368	-0.153470572
12.48443159	0.661713877	-0.153798236
12.47323886	0.70628637	-0.154806171
12.48773471	0.741574602	-0.155293128
12.48507435	0.785981252	-0.155755864
12.48138066	0.8326396	-0.15585449
12.47661663	0.876024817	-0.153465439
12.46434558	0.9311829	-0.158253729
12.45312879	0.980617018	-0.16269232
12.44205714	1.018497035	-0.153757672
12.42911044	1.075125355	-0.146371148
12.42603577	1.116058842	-0.149095804
12.39157849	1.172842119	-0.143565814
12.36177698	1.243792955	-0.138053487
12.34385069	1.296987007	-0.132637348
