180	
23.88	764.286
25.6657	762.5
29.3005	748.214
43.5123	746.429
50.6762	735.714
52.5571	717.857
38.2925	728.571
29.459	721.429
31.3081	708.929
27.8318	696.429
31.4349	687.5
35.0592	675
31.5828	662.5
28.1171	648.214
15.7544	637.5
17.6141	623.214
31.8787	612.5
42.6036	600
49.7781	587.5
39.2117	573.214
37.4894	564.286
44.664	551.786
46.5237	537.5
39.497	525
32.4915	508.929
36.0947	500
45.0232	491.071
43.3221	478.571
41.6314	464.286
55.9066	451.786
57.7874	433.929
52.5359	421.429
43.7553	405.357
42.0435	394.643
56.2447	394.643
61.5173	403.571
70.4248	398.214
77.5888	387.5
82.967	378.571
93.6285	376.786
104.311	371.429
111.422	369.643
123.901	360.714
139.888	358.929
150.602	348.214
143.586	333.929
136.538	325
145.467	316.071
156.171	307.143
163.366	291.071
175.729	301.786
191.663	308.929
182.692	325
182.65	332.143
193.269	337.5
211.148	316.071
221.809	314.286
230.738	305.357
239.592	308.929
250.275	303.571
250.349	291.071
245.044	287.5
257.513	280.357
271.788	267.857
286.021	262.5
293.195	250
300.38	235.714
307.576	219.643
318.259	214.286
328.92	212.5
339.634	201.786
343.216	196.429
352.071	200
355.526	216.071
376.828	216.071
385.746	208.929
392.91	198.214
392.963	189.286
400.106	182.143
414.317	180.357
423.172	183.929
433.76	194.643
451.5	196.429
460.397	192.857
474.609	191.071
488.779	196.429
511.855	196.429
527.811	200
536.676	201.786
552.684	196.429
563.398	185.714
574.102	176.786
588.324	173.214
600.792	166.071
611.486	158.929
623.933	155.357
634.541	162.5
629.131	176.786
623.711	192.857
620.087	205.357
621.777	219.643
627.018	233.929
637.606	244.643
648.161	260.714
658.738	273.214
674.641	285.714
686.993	298.214
697.57	310.714
709.911	325
713.356	342.857
707.956	355.357
704.343	366.071
697.179	376.786
704.184	392.857
691.684	405.357
682.745	416.071
682.682	426.786
668.364	446.429
670.013	467.857
675.264	480.357
675.116	505.357
664.391	517.857
655.442	530.357
646.524	537.5
650.011	548.214
660.619	555.357
664.085	569.643
672.918	576.786
690.628	583.929
699.408	600
695.763	616.071
690.353	630.357
692.065	641.071
688.419	657.143
681.287	662.5
679.438	675
666.896	694.643
666.769	716.071
668.47	728.571
663.007	751.786
654.068	762.5
641.6	769.643
629.11	780.357
609.52	791.071
595.351	785.714
581.202	776.786
513.736	778.571
499.525	780.357
467.551	783.929
442.678	787.5
428.466	789.286
410.672	796.429
396.46	798.214
391.167	792.857
382.333	785.714
359.267	783.929
350.37	787.5
336.169	787.5
323.648	803.571
325.37	812.5
319.96	826.786
320	841.071
344	830
328.751	843
310.957	846
287.902	844.643
268.417	837.5
245.351	835.714
222.348	823.214
201.057	821.429
186.877	817.857
174.514	807.143
169.284	791.071
151.553	787.5
139.148	783.929
123.235	773.214
103.698	775
87.7536	769.643
62.9332	764.286
43.4172	762.5
