256	
298.531	845.214
289.74	833.929
293.354	823.214
291.642	812.5
286.401	798.214
277.589	787.5
261.676	776.786
267.086	762.5
254.702	755.357
236.993	748.214
233.548	730.357
244.252	721.429
247.876	708.929
247.971	692.857
233.823	683.929
230.357	669.643
219.727	666.071
210.936	651.786
198.5	653.571
191.473	641.071
182.65	632.143
173.817	625.0
172.115	612.5
159.71	608.929
149.038	612.5
138.388	612.5
131.372	598.214
126.131	583.929
119.136	566.071
124.525	555.357
126.384	541.071
124.662	532.143
128.254	525.0
128.328	512.5
142.561	507.143
155.019	501.786
158.633	491.071
167.54	485.714
171.164	473.214
181.868	464.286
197.866	460.714
210.26	466.071
224.44	469.643
236.877	467.857
242.276	455.357
245.911	441.071
253.117	423.214
260.323	405.357
272.749	405.357
288.705	408.929
299.429	396.429
308.379	383.929
317.361	366.071
328.075	355.357
342.35	342.857
353.054	333.929
342.477	321.429
338.99	310.714
326.585	307.143
314.201	300.0
305.389	289.286
296.545	283.929
285.968	271.429
284.267	258.929
293.185	251.786
296.82	237.5
302.208	226.786
312.933	214.286
327.145	212.5
339.634	201.786
350.296	200
353.751	216.071
376.817	217.857
389.296	208.929
391.177	191.071
401.891	180.357
419.643	180.357
428.434	194.643
451.5	196.429
467.498	192.857
483.464	194.643
499.44	194.643
513.631	196.429
533.126	201.786
552.684	196.429
566.959	183.929
577.673	173.214
590.099	173.214
604.364	162.5
620.383	155.357
631.086	146.429
643.597	132.143
661.359	130.357
673.827	123.214
693.396	116.071
704.11	105.357
709.51	92.8571
725.497	91.0714
730.854	85.7143
734.457	76.7857
748.637	80.3571
761.105	73.2143
762.986	55.3571
770.139	46.4286
770.203	35.7143
782.703	23.2143
795.192	12.5
805.79	21.4286
802.166	33.9286
796.788	42.8571
802.039	55.3571
812.658	60.7143
812.585	73.2143
826.743	80.3571
837.342	89.2857
846.154	100.0
847.834	116.071
863.779	121.429
879.787	116.071
894.03	108.929
904.723	101.786
901.057	121.429
890.342	132.143
883.126	151.786
883.062	162.5
886.538	175.0
889.973	194.643
882.766	212.5
879.121	228.571
893.248	241.071
882.513	255.357
882.322	287.5
896.418	305.357
903.423	321.429
917.572	330.357
929.966	335.714
944.178	333.929
954.723	351.786
956.414	366.071
952.8	376.786
950.951	389.286
959.753	401.786
959.658	417.857
959.584	430.357
970.171	441.071
968.333	451.786
955.885	455.357
948.732	464.286
948.637	480.357
945.023	491.071
953.836	501.786
950.201	516.071
948.278	541.071
955.304	553.571
964.117	564.286
964.043	576.786
955.125	583.929
939.148	583.929
933.77	592.857
926.596	605.357
915.881	616.071
905.156	628.571
901.511	644.643
901.437	657.143
904.903	671.429
904.829	683.929
897.644	698.214
897.538	716.071
904.575	726.786
913.345	744.643
922.115	762.5
932.692	775.0
937.965	783.929
934.288	805.357
936.021	812.5
943.058	823.214
944.791	830.357
950.063	839.286
949.989	851.786
964.127	862.5
974.736	869.643
981.773	880.357
985.27	889.286
974.588	894.643
977.98	921.429
972.527	942.857
960.049	951.786
951.152	955.357
945.763	966.071
933.39	957.143
915.617	960.714
903.159	966.071
890.744	964.286
876.574	958.929
876.68	941.071
860.683	944.643
844.77	933.929
828.91	914.286
821.957	889.286
811.401	873.214
790.163	862.5
772.454	855.357
754.776	842.857
756.657	825.0
744.347	805.357
740.934	782.143
737.489	764.286
718.016	755.357
702.103	744.643
687.986	730.357
670.245	728.571
663.071	741.071
661.211	755.357
646.946	766.071
629.121	778.571
616.727	773.214
602.62	757.143
599.155	742.857
609.88	730.357
613.525	714.286
602.959	700.0
579.956	687.5
560.535	669.643
542.794	667.857
525.021	671.429
514.444	658.929
502.103	644.643
482.587	642.857
471.862	655.357
457.703	648.214
443.512	646.429
434.584	655.357
429.205	664.286
420.287	671.429
418.428	685.714
409.52	691.071
398.933	680.357
382.956	680.357
377.663	675.0
363.419	682.143
356.287	687.5
340.29	691.071
334.869	707.143
345.467	716.071
347.147	732.143
339.962	746.429
327.494	753.571
315.057	755.357
309.647	769.643
323.648	803.571
325.37	812.5
319.96	826.786
320	841.071
344	830
328.751	843
310.957	846
